bildid	bil_landing_page	contributor	affiliation	award_number	project	consortium	bildirectory	generalmodality	technique	species	taxonomy	genotype	samplelocalid	size	pretty_size	number_of_files	file_types	frequencies
ace-bet-sly	https://api.brainimagelibrary.org/web/view?bildid=ace-bet-sly	"Feng, Guoping"	Massachusetts Institute of Technology	1-U01-MH114819-01	U01 Feng	Brain Initiative Cell Census Network (BICCN)	/bil/data/db/bb/dbbb0fbbd6a5b721	spatial transcriptomics	smFISH	marmoset	NCBI:txid9483	CjLoreleai	Cortex 20210310_CJLoreleai_Ex14_S2_VIP+_IGFBP5+_CTX-Region 053	3758225416	3.5G	448	"{'images': 445, 'other': 2, 'tracing': 1}"	"{'.tif': 444, '.txt': 1, '.tiff': 1, '.swc': 1, '.jpg': 1}"
ace-bet-sob	https://api.brainimagelibrary.org/web/view?bildid=ace-bet-sob	"Feng, Guoping"	Massachusetts Institute of Technology	1-U01-MH114819-01	U01 Feng	Brain Initiative Cell Census Network (BICCN)	/bil/data/6f/39/6f396fe8eacde20e	spatial transcriptomics	smFISH	marmoset	NCBI:txid9483	CjLoreleai	Cortex 20210310_CJLoreleai_Ex14_S2_VIP+_IGFBP5+_CTX-Region 057	3758216681	3.5G	448	"{'images': 445, 'other': 2, 'tracing': 1}"	"{'.tif': 444, '.tiff': 1, '.jpg': 1, '.txt': 1, '.swc': 1}"
ace-bet-tip	https://api.brainimagelibrary.org/web/view?bildid=ace-bet-tip	"Feng, Guoping"	Massachusetts Institute of Technology	1-U01-MH114819-01	U01 Feng	Brain Initiative Cell Census Network (BICCN)	/bil/data/30/89/308961f13a32b907	spatial transcriptomics	smFISH	marmoset	NCBI:txid9483	CjLoreleai	Striatum 20210203_CJLoreleai_Ex11_S6_VIP+YJEFN3+_Hippo-Region 075	3758288970	3.5G	448	"{'images': 445, 'other': 2, 'tracing': 1}"	"{'.tif': 444, '.txt': 1, '.jpg': 1, '.tiff': 1, '.swc': 1}"
ace-bet-top	https://api.brainimagelibrary.org/web/view?bildid=ace-bet-top	"Feng, Guoping"	Massachusetts Institute of Technology	1-U01-MH114819-01	U01 Feng	Brain Initiative Cell Census Network (BICCN)	/bil/data/41/5c/415c8612c4d2fae9	spatial transcriptomics	smFISH	marmoset	NCBI:txid9483	CjLoreleai	Striatum 20210203_CJLoreleai_Ex11_S6_VIP+YJEFN3+_Hippo-Region 038	3758291637	3.5G	448	"{'images': 445, 'other': 2, 'tracing': 1}"	"{'.tif': 444, '.jpg': 1, '.swc': 1, '.tiff': 1, '.txt': 1}"
ace-bet-toy	https://api.brainimagelibrary.org/web/view?bildid=ace-bet-toy	"Feng, Guoping"	Massachusetts Institute of Technology	1-U01-MH114819-01	U01 Feng	Brain Initiative Cell Census Network (BICCN)	/bil/data/f2/4f/f24f2651369b3bea	spatial transcriptomics	smFISH	marmoset	NCBI:txid9483	CjLoreleai	Striatum 20210203_CJLoreleai_Ex11_S6_VIP+YJEFN3+_Hippo-Region 034	3758283330	3.5G	448	"{'images': 445, 'other': 2, 'tracing': 1}"	"{'.tif': 444, '.tiff': 1, '.txt': 1, '.jpg': 1, '.swc': 1}"
ace-bet-tab	https://api.brainimagelibrary.org/web/view?bildid=ace-bet-tab	"Feng, Guoping"	Massachusetts Institute of Technology	1-U01-MH114819-01	U01 Feng	Brain Initiative Cell Census Network (BICCN)	/bil/data/aa/b1/aab1a75f7a0cc8a5	spatial transcriptomics	smFISH	marmoset	NCBI:txid9483	CjLoreleai	Striatum 20210204_CJLoreleai_Ex11_S7_VIP+PDE3A+_Hippo-Region 108	3758253919	3.5G	448	"{'images': 445, 'other': 2, 'tracing': 1}"	"{'.tif': 444, '.swc': 1, '.jpg': 1, '.txt': 1, '.tiff': 1}"
ace-bit-lax	https://api.brainimagelibrary.org/web/view?bildid=ace-bit-lax	"Feng, Guoping"	Massachusetts Institute of Technology	1-U01-MH114819-01	U01 Feng	Brain Initiative Cell Census Network (BICCN)	/bil/data/f3/42/f3426dac5f53cd92	cell morphology	smFISH	marmoset	NCBI:txid9483	WT	Cortex 20210413_CJLoreleai_Ex14_S7_Lamp5+_HRH-_Hippo-Region 020	3758290605	3.5G	448	"{'images': 445, 'other': 2, 'tracing': 1}"	"{'.tif': 444, '.txt': 1, '.swc': 1, '.tiff': 1, '.jpg': 1}"
ace-bit-gas	https://api.brainimagelibrary.org/web/view?bildid=ace-bit-gas	"Feng, Guoping"	Massachusetts Institute of Technology	1-U01-MH114819-01	U01 Feng	Brain Initiative Cell Census Network (BICCN)	/bil/data/5f/75/5f75caf7685e6ccf	cell morphology	smFISH	marmoset	NCBI:txid9483	WT	Cortex 20210413_CJLoreleai_Ex14_S7_Lamp5+_HRH-_Hippo-Region 013	3758287481	3.5G	448	"{'images': 445, 'other': 2, 'tracing': 1}"	"{'.tif': 444, '.txt': 1, '.tiff': 1, '.swc': 1, '.jpg': 1}"
ace-bit-gel	https://api.brainimagelibrary.org/web/view?bildid=ace-bit-gel	"Feng, Guoping"	Massachusetts Institute of Technology	1-U01-MH114819-01	U01 Feng	Brain Initiative Cell Census Network (BICCN)	/bil/data/92/6e/926e34dedd485320	cell morphology	smFISH	marmoset	NCBI:txid9483	WT	Cortex 20210413_CJLoreleai_Ex14_S7_Lamp5+_HRH-_Hippo-Region 022	3758288414	3.5G	448	"{'images': 445, 'other': 2, 'tracing': 1}"	"{'.tif': 444, '.swc': 1, '.tiff': 1, '.jpg': 1, '.txt': 1}"
ace-bit-gem	https://api.brainimagelibrary.org/web/view?bildid=ace-bit-gem	"Feng, Guoping"	Massachusetts Institute of Technology	1-U01-MH114819-01	U01 Feng	Brain Initiative Cell Census Network (BICCN)	/bil/data/eb/db/ebdb3d151c5e6f8b	cell morphology	smFISH	marmoset	NCBI:txid9483	WT	Cortex 20210519_CJLoreleai_Ex17_S1_SST_CORT_Hippo-Region 047	3758292076	3.5G	448	"{'images': 445, 'other': 2, 'tracing': 1}"	"{'.tif': 444, '.swc': 1, '.txt': 1, '.jpg': 1, '.tiff': 1}"
ace-bit-get	https://api.brainimagelibrary.org/web/view?bildid=ace-bit-get	"Feng, Guoping"	Massachusetts Institute of Technology	1-U01-MH114819-01	U01 Feng	Brain Initiative Cell Census Network (BICCN)	/bil/data/63/5c/635cdbb80c19acab	cell morphology	smFISH	marmoset	NCBI:txid9483	WT	Hippocampus 20210519_CJLoreleai_Ex17_S1_SST_CORT_Hippo-Region 053	3741514187	3.5G	448	"{'images': 445, 'other': 2, 'tracing': 1}"	"{'.tif': 444, '.txt': 1, '.swc': 1, '.tiff': 1, '.jpg': 1}"
ace-big-run	https://api.brainimagelibrary.org/web/view?bildid=ace-big-run	"Feng, Guoping"	Massachusetts Institute of Technology	1-U01-MH114819-01	U01 Feng	Brain Initiative Cell Census Network (BICCN)	/bil/data/8c/c5/8cc589e2e35aab0e	spatial transcriptomics	smFISH	marmoset	NCBI:txid9483	CjLoreleai	Hippocampus 20200113_CJLoreleai_Ex11_S2_VIP-C3LN2+_Hippo-Region 079	3758340700	3.5G	448	"{'images': 445, 'other': 2, 'tracing': 1}"	"{'.tif': 444, '.tiff': 1, '.swc': 1, '.jpg': 1, '.txt': 1}"
ace-big-rut	https://api.brainimagelibrary.org/web/view?bildid=ace-big-rut	"Feng, Guoping"	Massachusetts Institute of Technology	1-U01-MH114819-01	U01 Feng	Brain Initiative Cell Census Network (BICCN)	/bil/data/2f/1c/2f1c0012116acbb8	spatial transcriptomics	smFISH	marmoset	NCBI:txid9483	CjLoreleai	Cortex 20200113_CJLoreleai_Ex11_S2_VIP-C3LN2+_Hippo-Region 006_2	3758366646	3.5G	448	"{'images': 445, 'other': 2, 'tracing': 1}"	"{'.tif': 444, '.tiff': 1, '.swc': 1, '.txt': 1, '.jpg': 1}"
ace-big-sit	https://api.brainimagelibrary.org/web/view?bildid=ace-big-sit	"Feng, Guoping"	Massachusetts Institute of Technology	1-U01-MH114819-01	U01 Feng	Brain Initiative Cell Census Network (BICCN)	/bil/data/78/f9/78f9a8c1e8c2f324	spatial transcriptomics	smFISH	marmoset	NCBI:txid9483	CJLoreleai	Hippocampus 20200113_CJLoreleai_Ex11_S2_VIP-C3LN2+_Hippo-Region 080	3758340266	3.5G	448	"{'images': 445, 'other': 2, 'tracing': 1}"	"{'.tif': 444, '.tiff': 1, '.jpg': 1, '.txt': 1, '.swc': 1}"
ace-big-sip	https://api.brainimagelibrary.org/web/view?bildid=ace-big-sip	"Feng, Guoping"	Massachusetts Institute of Technology	1-U01-MH114819-01	U01 Feng	Brain Initiative Cell Census Network (BICCN)	/bil/data/ee/8c/ee8cb234c62e0e28	spatial transcriptomics	smFISH	marmoset	NCBI:txid9483	CJLoreleai	Cortex 20200113_CJLoreleai_Ex11_S2_VIP+C3LN2+_Hippo-Region 021	3758342806	3.5G	448	"{'images': 445, 'other': 2, 'tracing': 1}"	"{'.tif': 444, '.jpg': 1, '.tiff': 1, '.txt': 1, '.swc': 1}"
ace-big-shy	https://api.brainimagelibrary.org/web/view?bildid=ace-big-shy	"Feng, Guoping"	Massachusetts Institute of Technology	1-U01-MH114819-01	U01 Feng	Brain Initiative Cell Census Network (BICCN)	/bil/data/f3/27/f327c1b578c456bb	spatial transcriptomics	smFISH	marmoset	NCBI:txid9483	CJLoreleai	Cortex 20200113_CJLoreleai_Ex11_S2_VIP+C3LN2+_Hippo-Region 054	3758345710	3.5G	448	"{'images': 445, 'other': 2, 'tracing': 1}"	"{'.tif': 444, '.jpg': 1, '.swc': 1, '.tiff': 1, '.txt': 1}"
ace-bar-tag	https://api.brainimagelibrary.org/web/view?bildid=ace-bar-tag	"Feng, Guoping"	Massachusetts Institute of Technology	1-U01-MH114819-01	U01 Feng	Brain Initiative Cell Census Network (BICCN)	/bil/data/a6/fc/a6fc5e2e05101515	spatial transcriptomics	smFISH	marmoset	NCBI:txid9483	CjYanma	Cortex 20210413_CJLoreleai_Ex14_S7_Lamp5+_HRH-_Hippo-Region 028	3758301272	3.5G	448	"{'images': 445, 'other': 2, 'tracing': 1}"	"{'.tif': 444, '.swc': 1, '.jpg': 1, '.tiff': 1, '.txt': 1}"
ace-bar-tan	https://api.brainimagelibrary.org/web/view?bildid=ace-bar-tan	"Feng, Guoping"	Massachusetts Institute of Technology	1-U01-MH114819-01	U01 Feng	Brain Initiative Cell Census Network (BICCN)	/bil/data/54/29/5429ce4d58e0acde	spatial transcriptomics	smFISH	marmoset	NCBI:txid9483	CjYanma	Cortex 20210413_CJLoreleai_Ex14_S7_Lamp5+_HRH-_Hippo-Region 061	3758297701	3.5G	448	"{'images': 445, 'other': 2, 'tracing': 1}"	"{'.tif': 444, '.swc': 1, '.txt': 1, '.tiff': 1, '.jpg': 1}"
ace-bar-tap	https://api.brainimagelibrary.org/web/view?bildid=ace-bar-tap	"Feng, Guoping"	Massachusetts Institute of Technology	1-U01-MH114819-01	U01 Feng	Brain Initiative Cell Census Network (BICCN)	/bil/data/66/f8/66f882082da3004b	spatial transcriptomics	smFISH	marmoset	NCBI:txid9483	CjYanma	Cortex 20210519_CJLoreleai_Ex17_S1_SST-_CORT+_Hippo-Region 038	3758293059	3.5G	448	"{'images': 445, 'other': 2, 'tracing': 1}"	"{'.tif': 444, '.swc': 1, '.txt': 1, '.tiff': 1, '.jpg': 1}"
ace-bar-tar	https://api.brainimagelibrary.org/web/view?bildid=ace-bar-tar	"Feng, Guoping"	Massachusetts Institute of Technology	1-U01-MH114819-01	U01 Feng	Brain Initiative Cell Census Network (BICCN)	/bil/data/88/73/88732bec88a734fc	spatial transcriptomics	smFISH	marmoset	NCBI:txid9483	CjYanma	Cortex 20210520_CJLoreleai_Ex17_S2_SST+_NPY-_Hippo-Region 075	3758328588	3.5G	448	"{'images': 445, 'other': 2, 'tracing': 1}"	"{'.tif': 444, '.swc': 1, '.jpg': 1, '.tiff': 1, '.txt': 1}"
ace-bar-tax	https://api.brainimagelibrary.org/web/view?bildid=ace-bar-tax	"Feng, Guoping"	Massachusetts Institute of Technology	1-U01-MH114819-01	U01 Feng	Brain Initiative Cell Census Network (BICCN)	/bil/data/cf/65/cf6590acf9f9569b	spatial transcriptomics	smFISH	marmoset	NCBI:txid9483	CjYanma	Striatum 20210525_CJLoreleai_Ex17_S3_SST-_TRHDE+_Hippo-Region 053	3758295417	3.5G	448	"{'images': 445, 'other': 2, 'tracing': 1}"	"{'.tif': 444, '.jpg': 1, '.swc': 1, '.tiff': 1, '.txt': 1}"
ace-bar-the	https://api.brainimagelibrary.org/web/view?bildid=ace-bar-the	"Feng, Guoping"	Massachusetts Institute of Technology	1-U01-MH114819-01	U01 Feng	Brain Initiative Cell Census Network (BICCN)	/bil/data/03/e3/03e392c044045b06	spatial transcriptomics	smFISH	marmoset	NCBI:txid9483	CjYanma	Hippocampus 20210525_CJLoreleai_Ex17_S3_SST+_TRHDE+_Hippo-Region 026	3758296030	3.5G	448	"{'images': 445, 'other': 2, 'tracing': 1}"	"{'.tif': 444, '.swc': 1, '.tiff': 1, '.txt': 1, '.jpg': 1}"
ace-bar-tie	https://api.brainimagelibrary.org/web/view?bildid=ace-bar-tie	"Feng, Guoping"	Massachusetts Institute of Technology	1-U01-MH114819-01	U01 Feng	Brain Initiative Cell Census Network (BICCN)	/bil/data/05/4e/054e51308ea550f9	spatial transcriptomics	smFISH	marmoset	NCBI:txid9483	CjYanma	Hippocampus 20210525_CJLoreleai_Ex17_S3_SST+_TRHDE+_Hippo-Region 030	3758287183	3.5G	448	"{'images': 445, 'other': 2, 'tracing': 1}"	"{'.tif': 444, '.txt': 1, '.tiff': 1, '.jpg': 1, '.swc': 1}"
ace-bar-tin	https://api.brainimagelibrary.org/web/view?bildid=ace-bar-tin	"Feng, Guoping"	Massachusetts Institute of Technology	1-U01-MH114819-01	U01 Feng	Brain Initiative Cell Census Network (BICCN)	/bil/data/fc/c8/fcc8c8b90db3811a	spatial transcriptomics	smFISH	marmoset	NCBI:txid9483	CjYanma	Hippocampus 20210525_CJLoreleai_Ex17_S3_SST+_TRHDE+_Hippo-Region 031	3758288638	3.5G	448	"{'images': 445, 'other': 2, 'tracing': 1}"	"{'.tif': 444, '.jpg': 1, '.swc': 1, '.tiff': 1, '.txt': 1}"
ace-bar-tip	https://api.brainimagelibrary.org/web/view?bildid=ace-bar-tip	"Feng, Guoping"	Massachusetts Institute of Technology	1-U01-MH114819-01	U01 Feng	Brain Initiative Cell Census Network (BICCN)	/bil/data/7a/26/7a26882b89658c99	spatial transcriptomics	smFISH	marmoset	NCBI:txid9483	CjYanma	Hippocampus 20210525_CJLoreleai_Ex17_S3_SST+_TRHDE+_Hippo-Region 033	3758288367	3.5G	448	"{'images': 445, 'other': 2, 'tracing': 1}"	"{'.tif': 444, '.tiff': 1, '.swc': 1, '.txt': 1, '.jpg': 1}"
ace-bar-top	https://api.brainimagelibrary.org/web/view?bildid=ace-bar-top	"Feng, Guoping"	Massachusetts Institute of Technology	1-U01-MH114819-01	U01 Feng	Brain Initiative Cell Census Network (BICCN)	/bil/data/92/1f/921f1d1f59387752	spatial transcriptomics	smFISH	marmoset	NCBI:txid9483	CjYanma	Cortex 20210525_CJLoreleai_Ex17_S3_SST+_TRHDE+_Hippo-Region 066	3758291899	3.5G	448	"{'images': 445, 'other': 2, 'tracing': 1}"	"{'.tif': 444, '.jpg': 1, '.tiff': 1, '.txt': 1, '.swc': 1}"
ace-bar-try	https://api.brainimagelibrary.org/web/view?bildid=ace-bar-try	"Feng, Guoping"	Massachusetts Institute of Technology	1-U01-MH114819-01	U01 Feng	Brain Initiative Cell Census Network (BICCN)	/bil/data/7d/5c/7d5c5bfa6fd88e7e	spatial transcriptomics	smFISH	marmoset	NCBI:txid9483	CjLoreleai	Cortex 20210414_CJLoreleai_Ex14_S8_VIP+_LYPD1+_Hippo-Region 024	3758306187	3.5G	448	"{'images': 445, 'other': 2, 'tracing': 1}"	"{'.tif': 444, '.tiff': 1, '.txt': 1, '.swc': 1, '.jpg': 1}"
ace-bar-tub	https://api.brainimagelibrary.org/web/view?bildid=ace-bar-tub	"Feng, Guoping"	Massachusetts Institute of Technology	1-U01-MH114819-01	U01 Feng	Brain Initiative Cell Census Network (BICCN)	/bil/data/31/cd/31cd907a7f7cde6d	spatial transcriptomics	smFISH	marmoset	NCBI:txid9483	CjLoreleai	 Cortex 20210414_CJLoreleai_Ex14_S8_VIP+_LYPD1+_Hippo-Region 027	3758304881	3.5G	448	"{'images': 445, 'other': 2, 'tracing': 1}"	"{'.tif': 444, '.tiff': 1, '.txt': 1, '.swc': 1, '.jpg': 1}"
ace-bar-tug	https://api.brainimagelibrary.org/web/view?bildid=ace-bar-tug	"Feng, Guoping"	Massachusetts Institute of Technology	1-U01-MH114819-01	U01 Feng	Brain Initiative Cell Census Network (BICCN)	/bil/data/e6/be/e6beba142f61ad13	spatial transcriptomics	smFISH	marmoset	NCBI:txid9483	CjLoreleai	Amygdala 20210414_CJLoreleai_Ex14_S8_VIP+_LYPD1+_Hippo-Region 037	3758300040	3.5G	448	"{'images': 445, 'other': 2, 'tracing': 1}"	"{'.tif': 444, '.jpg': 1, '.txt': 1, '.tiff': 1, '.swc': 1}"
ace-bar-use	https://api.brainimagelibrary.org/web/view?bildid=ace-bar-use	"Feng, Guoping"	Massachusetts Institute of Technology	1-U01-MH114819-01	U01 Feng	Brain Initiative Cell Census Network (BICCN)	/bil/data/29/a1/29a1b8384b1e6485	spatial transcriptomics	smFISH	marmoset	NCBI:txid9483	CjLoreleai	Anterior commissure 20210414_CJLoreleai_Ex14_S8_VIP+_LYPD1-_Hippo-Region 043	3758293127	3.5G	448	"{'images': 445, 'other': 2, 'tracing': 1}"	"{'.tif': 444, '.jpg': 1, '.swc': 1, '.tiff': 1, '.txt': 1}"
ace-bar-vex	https://api.brainimagelibrary.org/web/view?bildid=ace-bar-vex	"Feng, Guoping"	Massachusetts Institute of Technology	1-U01-MH114819-01	U01 Feng	Brain Initiative Cell Census Network (BICCN)	/bil/data/68/4e/684e5b87289e9342	spatial transcriptomics	smFISH	marmoset	NCBI:txid9483	CjLoreleai	Prefrontal Cortex 20210512_CJLoreleai_Ex16_S3_VIP-_SPPI+_CTX-Region 008	3758218650	3.5G	448	"{'images': 445, 'other': 2, 'tracing': 1}"	"{'.tif': 444, '.jpg': 1, '.swc': 1, '.tiff': 1, '.txt': 1}"
ace-bar-vow	https://api.brainimagelibrary.org/web/view?bildid=ace-bar-vow	"Feng, Guoping"	Massachusetts Institute of Technology	1-U01-MH114819-01	U01 Feng	Brain Initiative Cell Census Network (BICCN)	/bil/data/91/a1/91a101ad4349e323	spatial transcriptomics	smFISH	marmoset	NCBI:txid9483	CjLoreleai	Visual Cortex 20210512_CJLoreleai_Ex16_S3_VIP-_SPPI+_CTX-Region 048	3758231113	3.5G	448	"{'images': 445, 'other': 2, 'tracing': 1}"	"{'.tif': 444, '.tiff': 1, '.jpg': 1, '.txt': 1, '.swc': 1}"
ace-bar-wag	https://api.brainimagelibrary.org/web/view?bildid=ace-bar-wag	"Feng, Guoping"	Massachusetts Institute of Technology	1-U01-MH114819-01	U01 Feng	Brain Initiative Cell Census Network (BICCN)	/bil/data/3e/a4/3ea46b7f9ba783b1	spatial transcriptomics	smFISH	marmoset	NCBI:txid9483	CjLoreleai	Visual Cortex 20210512_CJLoreleai_Ex16_S3_VIP-_SPPI+_CTX-Region 072	3758238756	3.5G	448	"{'images': 445, 'other': 2, 'tracing': 1}"	"{'.tif': 444, '.txt': 1, '.jpg': 1, '.tiff': 1, '.swc': 1}"
ace-bar-war	https://api.brainimagelibrary.org/web/view?bildid=ace-bar-war	"Feng, Guoping"	Massachusetts Institute of Technology	1-U01-MH114819-01	U01 Feng	Brain Initiative Cell Census Network (BICCN)	/bil/data/e2/cf/e2cff9c6f9519885	spatial transcriptomics	smFISH	marmoset	NCBI:txid9483	CjLoreleai	Visual Cortex 20210512_CJLoreleai_Ex16_S3_VIP+_SPPI-_CTX-Region 058	3758267543	3.5G	448	"{'images': 445, 'other': 2, 'tracing': 1}"	"{'.tif': 444, '.txt': 1, '.swc': 1, '.jpg': 1, '.tiff': 1}"
ace-bar-was	https://api.brainimagelibrary.org/web/view?bildid=ace-bar-was	"Feng, Guoping"	Massachusetts Institute of Technology	1-U01-MH114819-01	U01 Feng	Brain Initiative Cell Census Network (BICCN)	/bil/data/28/a7/28a70a2242a63091	spatial transcriptomics	smFISH	marmoset	NCBI:txid9483	CjLoreleai	Visual Cortex 20210512_CJLoreleai_Ex16_S3_VIP+_SPPI-_CTX-Region 094	3758245641	3.5G	448	"{'images': 445, 'other': 2, 'tracing': 1}"	"{'.tif': 444, '.swc': 1, '.jpg': 1, '.tiff': 1, '.txt': 1}"
ace-bar-tab	https://api.brainimagelibrary.org/web/view?bildid=ace-bar-tab	"Feng, Guoping"	Massachusetts Institute of Technology	1-U01-MH114819-01	U01 Feng	Brain Initiative Cell Census Network (BICCN)	/bil/data/c7/f8/c7f8bc4df2594ca8	spatial transcriptomics	smFISH	marmoset	NCBI:txid9483	CjYanma	Cortex 20210413_CJLoreleai_Ex14_S7_Lamp5+_HRH-_Hippo-Region 027	3758297889	3.5G	448	"{'images': 445, 'other': 2, 'tracing': 1}"	"{'.tif': 444, '.tiff': 1, '.swc': 1, '.txt': 1, '.jpg': 1}"
ace-bar-spy	https://api.brainimagelibrary.org/web/view?bildid=ace-bar-spy	"Feng, Guoping"	Massachusetts Institute of Technology	1-U01-MH114819-01	U01 Feng	Brain Initiative Cell Census Network (BICCN)	/bil/data/c9/80/c98004286b0e0ad8	spatial transcriptomics	smFISH	marmoset	NCBI:txid9483	CjYanma	Cortex 20210413_CJLoreleai_Ex14_S7_Lamp5+_HRH+_Hippo-Region 011	3758301307	3.5G	448	"{'images': 445, 'other': 2, 'tracing': 1}"	"{'.tif': 444, '.swc': 1, '.tiff': 1, '.txt': 1, '.jpg': 1}"
ace-bar-spa	https://api.brainimagelibrary.org/web/view?bildid=ace-bar-spa	"Feng, Guoping"	Massachusetts Institute of Technology	1-U01-MH114819-01	U01 Feng	Brain Initiative Cell Census Network (BICCN)	/bil/data/95/cf/95cfa9a3667e7a7b	spatial transcriptomics	smFISH	marmoset	NCBI:txid9483	CjYanma	Cortex 20210518_CJLoreleai_Ex16_S2_CCK-_TRPC6+_STR-Region 053	3758304862	3.5G	448	"{'images': 445, 'other': 2, 'tracing': 1}"	"{'.tif': 444, '.swc': 1, '.txt': 1, '.jpg': 1, '.tiff': 1}"
ace-bar-soy	https://api.brainimagelibrary.org/web/view?bildid=ace-bar-soy	"Feng, Guoping"	Massachusetts Institute of Technology	1-U01-MH114819-01	U01 Feng	Brain Initiative Cell Census Network (BICCN)	/bil/data/a0/72/a072e4c3e0c43450	spatial transcriptomics	smFISH	marmoset	NCBI:txid9483	CjYanma	Cortex 20210518_CJLoreleai_Ex16_S2_CCK+_TRPC6-_STR-Region 052	3758315909	3.5G	448	"{'images': 445, 'other': 2, 'tracing': 1}"	"{'.tif': 444, '.jpg': 1, '.swc': 1, '.tiff': 1, '.txt': 1}"
ace-bar-sky	https://api.brainimagelibrary.org/web/view?bildid=ace-bar-sky	"Feng, Guoping"	Massachusetts Institute of Technology	1-U01-MH114819-01	U01 Feng	Brain Initiative Cell Census Network (BICCN)	/bil/data/36/b1/36b100524205d3bf	spatial transcriptomics	smFISH	marmoset	NCBI:txid9483	CjYanma	Cortex 20210518_CJLoreleai_Ex16_S2_CCK+_TRPC6+_STR-Region 054	3758314879	3.5G	448	"{'images': 445, 'other': 2, 'tracing': 1}"	"{'.tif': 444, '.txt': 1, '.swc': 1, '.tiff': 1, '.jpg': 1}"
ace-bar-sly	https://api.brainimagelibrary.org/web/view?bildid=ace-bar-sly	"Feng, Guoping"	Massachusetts Institute of Technology	1-U01-MH114819-01	U01 Feng	Brain Initiative Cell Census Network (BICCN)	/bil/data/f0/a8/f0a800a593b49d1e	spatial transcriptomics	smFISH	marmoset	NCBI:txid9483	CjYanma	Cortex 20210518_CJLoreleai_Ex16_S2_CCK+_TRPC6-_STR-Region 020	3758298521	3.5G	448	"{'images': 445, 'other': 2, 'tracing': 1}"	"{'.tif': 444, '.swc': 1, '.txt': 1, '.jpg': 1, '.tiff': 1}"
ace-bar-sob	https://api.brainimagelibrary.org/web/view?bildid=ace-bar-sob	"Feng, Guoping"	Massachusetts Institute of Technology	1-U01-MH114819-01	U01 Feng	Brain Initiative Cell Census Network (BICCN)	/bil/data/ca/d9/cad96343288d2405	spatial transcriptomics	smFISH	marmoset	NCBI:txid9483	CjYanma	Cortex 20210518_CJLoreleai_Ex16_S2_CCK+_TRPC6-_STR-Region 021	3758300688	3.5G	448	"{'images': 445, 'other': 2, 'tracing': 1}"	"{'.tif': 444, '.jpg': 1, '.swc': 1, '.txt': 1, '.tiff': 1}"
ace-bog-rub	https://api.brainimagelibrary.org/web/view?bildid=ace-bog-rub	"Feng, Guoping"	Massachusetts Institute of Technology	1-U01-MH114819-01	U01 Feng	Brain Initiative Cell Census Network (BICCN)	/bil/data/5f/91/5f91cab67a9c1a81/	cell morphology	smFISH	marmoset	NCBI:txid9483		Visual Cortex 20210512_CJLoreleai_Ex16_S3_VIP+_SPPI-_CTX- Region 073	3758234063	3.5G	448	"{'images': 445, 'other': 2, 'tracing': 1}"	"{'.tif': 444, '.swc': 1, '.tiff': 1, '.txt': 1, '.jpg': 1}"
ace-bog-pie	https://api.brainimagelibrary.org/web/view?bildid=ace-bog-pie	"Feng, Guoping"	Massachusetts Institute of Technology	1-U01-MH114819-01	U01 Feng	Brain Initiative Cell Census Network (BICCN)	/bil/data/47/46/4746eb5efa9df886/	cell morphology	smFISH	marmoset	NCBI:txid9483		Striatum 20210520_CJLoreleai_Ex17_S2_SST+_NPY+_Hippo-Region 106	3758286790	3.5G	448	"{'images': 445, 'other': 2, 'tracing': 1}"	"{'.tif': 444, '.tiff': 1, '.swc': 1, '.jpg': 1, '.txt': 1}"
ace-bog-pet	https://api.brainimagelibrary.org/web/view?bildid=ace-bog-pet	"Feng, Guoping"	Massachusetts Institute of Technology	1-U01-MH114819-01	U01 Feng	Brain Initiative Cell Census Network (BICCN)	/bil/data/1d/b3/1db302864b73a3e4/	cell morphology	smFISH	marmoset	NCBI:txid9483		Cortex 20210520_CJLoreleai_Ex17_S2_SST+_NPY+_Hippo-Region 062	3758286540	3.5G	448	"{'images': 445, 'other': 2, 'tracing': 1}"	"{'.tif': 444, '.jpg': 1, '.txt': 1, '.swc': 1, '.tiff': 1}"
ace-bog-pen	https://api.brainimagelibrary.org/web/view?bildid=ace-bog-pen	"Feng, Guoping"	Massachusetts Institute of Technology	1-U01-MH114819-01	U01 Feng	Brain Initiative Cell Census Network (BICCN)	/bil/data/e2/8a/e28a1ee1de8c56a5/	cell morphology	smFISH	marmoset	NCBI:txid9483		Striatum 20210520_CJLoreleai_Ex17_S2_SST+_NPY-_Hippo-Region 105	3758294346	3.5G	448	"{'images': 445, 'other': 2, 'tracing': 1}"	"{'.tif': 444, '.jpg': 1, '.tiff': 1, '.txt': 1, '.swc': 1}"
